#0       1             2              3              4              5              6              7
#n   starPmass       starX          starY          starZ          starVx         starVy         starVz
150573  1.0002224e-05 -1.0729239e+00  2.4502713e+00  1.9842536e+00  1.9473774e+01  5.3662824e+01 -4.5952919e+01 
150574  1.0002224e-05 -7.0308073e-01 -8.5339751e-01 -1.5246985e-01  2.7576693e+01  5.1584331e+01  4.0097756e+01 
150575  1.0002224e-05  3.1272343e+00  9.9636577e-01 -3.4269838e+00 -2.4726242e+01 -2.3697712e+01 -2.8730331e+01 
150576  1.0002224e-05 -1.8289813e-01  5.1830013e-01 -2.9108815e-02  1.0981859e+01  9.4516945e+00 -2.3405010e+01 
150577  1.0002224e-05  8.4848473e-02  1.0727386e+00 -4.5292783e-01 -2.5313665e+01 -1.5274730e+01  1.3021413e+01 
150578  1.0002224e-05  2.3435243e-01 -8.0147374e-02 -2.8536091e-01  1.1629211e+01  6.0295868e+00  2.8525194e+00 
150579  1.0002224e-05 -3.3233830e-01  1.3041190e-01  8.0904492e-03 -1.9902273e+01  3.2825448e+01 -1.0817083e+01 
150580  1.0002224e-05  1.1965504e+00 -1.1960505e+00 -1.4642407e-01 -4.0092331e+01 -2.7276025e+00  2.6975842e+01 
150581  1.0002224e-05 -4.9840069e-01  4.2794360e-01  2.6141856e+00  3.6512319e+01  3.2263147e+01 -4.3557858e+01 
150582  1.0002224e-05  3.6264242e-01  9.2150224e-02  1.7126770e-01 -5.3861150e+01 -4.0549251e+01  3.5745466e+01 
150583  1.0002224e-05  8.3360051e-02  1.5995891e+00  1.1329570e+00 -1.0721721e+00  1.5972545e+01  1.4210777e+01 
150584  1.0002224e-05  4.0899677e-01 -1.0327565e+00 -6.3539399e-01  3.7387764e+01 -9.5088013e+00 -2.5429430e+01 
150585  1.0002224e-05 -7.5307833e-01 -1.3928965e+00 -7.2084921e-01 -2.8351438e+01 -2.9604968e+01 -4.0538743e+01 
150586  1.0002224e-05  1.4612762e-01  4.2732797e-01 -5.6025107e-01 -5.8562943e+01 -1.3734211e+01 -8.3289572e+00 
150587  1.0002224e-05  3.2823366e-01 -2.6626775e-01  4.1903951e-02 -1.1620828e+01 -3.5217000e+00  6.9930301e+00 
150588  1.0002224e-05  2.7333032e-01 -2.2625490e+00 -1.3044715e-01 -2.7631115e+00  3.7488070e+01  3.6176866e+01 
150589  1.0002224e-05 -3.3853982e-02  6.8966486e-01 -1.3552846e-01 -1.7040442e+01  7.3645353e+00  2.4776375e+01 
150590  1.0002224e-05  1.8374751e-01 -5.5459827e-01  2.0190484e-01 -2.6536271e+01 -4.9573216e+01  3.9667943e+01 
150591  1.0002224e-05  4.2060579e-01 -9.5552348e-01  7.1376160e-01 -3.4394689e+00  1.7229391e+01 -1.5382749e+01 
150592  1.0002224e-05  7.4178818e-01  5.9730974e-01  3.8283008e-01 -1.3601323e+01 -2.4600526e+01 -1.2952988e+01 
150593  1.0002224e-05 -6.8478862e-02  1.4753800e-01  2.0605600e-01 -7.4447337e+01  3.8756903e+01  3.3753682e+01 
150594  1.0002224e-05  1.5136006e+00  6.8254133e-01 -8.0100027e-01  4.2494989e+01 -2.2136124e+01  5.5764454e+01 
150595  1.0002224e-05  5.9259501e-02 -3.8052791e-01  2.5251838e-02  3.7172239e+00  2.7599700e+01 -2.5008871e+01 
150596  1.0002224e-05 -2.8487351e-01 -4.7391298e-01 -3.4815481e-01  4.8865955e+01  7.5705013e+00 -3.1133106e+01 
150597  1.0002224e-05  2.1878194e+00  1.9173498e+00 -3.1915097e+00  1.9700014e+00  3.8249344e+01 -2.9365790e+01 
150598  1.0002224e-05 -4.4215178e-01 -5.5619270e-01 -3.2897956e-01 -1.4878217e+01 -4.1239298e+01  3.6183385e+01 
150599  1.0002224e-05  7.2689585e-03  1.0900954e-01 -1.2791863e+00 -1.0389337e+01  6.9961537e+00 -2.4515304e+01 
150600  1.0002224e-05 -6.1251676e-01 -3.1738976e-01  4.5011598e-01  1.2888079e+01 -1.8541853e+00  1.7974969e+01 
150601  1.0002224e-05  2.9562022e-01 -1.0445219e+00 -9.5575143e-01  7.9048202e+00  3.4316912e+01 -1.4246052e+01 
150602  1.0002224e-05  6.0076777e+00  4.8076269e+00  2.9480288e+00  1.3732921e+01 -2.2966647e+01  2.2932560e+01 
150603  1.0002224e-05  2.5893444e-01  1.1567732e+00  3.6890356e-01  1.9901549e+01 -1.8970708e+01  1.4585245e+01 
150604  1.0002224e-05  5.3493287e-01 -2.4273272e-01  6.7242093e-01 -2.6498628e+01 -1.7746615e+01  3.1104637e+01 
150605  1.0002224e-05 -4.5397625e+00  3.3206623e+00  4.0996590e+00 -2.3598740e+01  1.0023830e+01  1.8997739e+01 
150606  1.0002224e-05  3.2975891e-01  5.6484382e-01  5.4282960e-02 -4.9788530e+00  1.6518503e+01 -4.5026917e+01 
150607  1.0002224e-05  8.6556938e-01  1.9589710e-01  1.6358929e-01  1.3808343e+01  1.6540665e+01  1.4426425e+01 
150608  1.0002224e-05 -6.6566616e-03 -2.3547366e-01 -1.3717251e-01  2.6890026e+01  8.2548968e+00 -1.0928447e+01 
150609  1.0002224e-05 -2.0676732e-02 -5.2111073e-01  1.4860326e-01 -2.1048068e+01  2.7676616e+01  1.8660211e+01 
150610  1.0002224e-05  2.8371751e+00 -5.3258913e-01 -1.5134594e+00  1.3143762e+00  3.3691187e+01  8.8670220e+01 
150611  1.0002224e-05  3.3804555e+00 -1.0213111e+01  2.1440896e+00 -3.1187731e+00  5.1953873e+01 -1.9471872e+01 
150612  1.0002224e-05  4.9201727e-01  4.7372419e-01  1.5643553e-01  8.0193572e+00 -7.3089778e+00 -3.3083375e+01 
150613  1.0002224e-05 -7.4332874e-01  1.2535159e-01 -2.7625594e+00 -6.7045334e+00  1.1743329e+01 -1.2896867e+01 
150614  1.0002224e-05 -1.0241423e+00 -7.1366288e-01  2.6672892e-01 -1.1731761e+01 -2.5515081e+01 -2.2817086e+01 
150615  1.0002224e-05  9.1641554e-02 -2.6847831e-01  7.2562248e-02  1.5123376e+00  3.2110445e+01  9.6237590e+00 
150616  1.0002224e-05 -2.5977686e-01  3.7537019e+00 -1.0237174e+00 -2.6933761e+01  8.4951816e+01 -1.0287044e+02 
150617  1.0002224e-05 -2.6643370e-01 -4.8722560e-01  1.1427084e+00  2.4481511e+01  9.0032289e+00  4.1606054e+01 
150618  1.0002224e-05 -2.3877772e-01  1.2746332e-01  4.0641445e-01  4.2197065e+01 -3.6027600e+01 -1.3480711e+00 
150619  1.0002224e-05  1.6273462e-01 -7.2924160e-01  4.0770985e-01  3.3607950e+01 -3.3618070e+01  2.4656668e+01 
150620  1.0002224e-05 -1.0110480e+00 -1.0912215e-01  8.6260623e-01  1.7862954e+01 -5.5086930e+01  1.5673148e+01 
150621  1.0002224e-05  2.7581716e-01 -1.5302795e-01  2.7903211e-01  2.5058888e-01  1.7998571e+01  8.0258995e+00 
150622  1.0002224e-05 -3.0928007e-01  8.1456500e-01  7.9167180e-02  9.1627315e+00  2.8381352e+01 -2.7536826e+01 
150623  1.0002224e-05 -5.7216460e-02  2.2216295e-01  7.3092972e-02  1.9392674e+01  1.2102224e+01 -2.3070286e+01 
150624  1.0002224e-05 -3.0057613e+00 -7.0228534e+00 -1.7123570e+01 -1.1500583e+01  7.0204095e+01 -1.1133412e+01 
150625  1.0002224e-05  3.9739444e-02  1.6237154e-02 -4.0651962e-01 -1.9279994e+01 -2.4397549e+00 -2.6399190e+01 
150626  1.0002224e-05 -1.4720014e-01 -3.9327643e-01 -7.5775679e-01 -2.2955658e+00  2.0295979e+01 -2.7030358e+01 
150627  1.0002224e-05 -2.1560710e-02 -5.1101213e-01 -4.4497779e-02 -8.0030144e+00 -3.3769057e+01 -1.1356072e+01 
150628  1.0002224e-05  3.2976895e-01 -6.2630089e-01 -2.8147266e-01  1.5374707e+01 -2.2115058e+01  4.7306393e+01 
150629  1.0002224e-05  2.8522415e-01  1.7512288e-01  5.5571399e-01  3.1981342e+00 -4.6153248e+00  4.0547930e+01 
150630  1.0002224e-05 -9.0585893e-02  1.0126570e+00 -4.4981519e-01 -6.3601826e+00  2.9175777e+01  4.1412374e+01 
150631  1.0002224e-05 -8.3209920e-01  3.7312664e-01 -6.9610013e-01  9.6635164e+00  1.8205401e+01  3.3709296e+01 
150632  1.0002224e-05  3.5098268e+00 -2.9913289e+00  3.3640481e+00 -1.5938281e+00 -2.4154793e+01 -1.0179348e+01 
150633  1.0002224e-05  1.4001865e-01  1.5740655e+00  1.0177503e+00  1.8045055e+01  1.2447045e+01 -2.7857086e+01 
150634  1.0002224e-05  3.5058263e-01  9.2783094e-01  6.4768642e-01 -3.2017514e+01  7.1241730e+00 -3.9571573e+00 
150635  1.0002224e-05  6.0784666e-01  1.5278798e+00  6.3113367e-01 -5.2675755e+00  8.8392958e+00 -2.1931445e+01 
150636  1.0002224e-05  4.6818508e-01  4.8055068e-01 -3.2393344e-01  3.6262349e+01  1.6700813e+00  2.0188381e+01 
150637  1.0002224e-05 -3.3683077e-01 -6.1645603e-01 -7.9633506e-01  1.3820437e+01 -1.8053867e+00  1.1562620e+00 
150638  1.0002224e-05 -8.6501610e-01  1.1127100e+00  1.0413298e+00  1.1774260e+01  1.9236195e+00 -6.5127711e+00 
150639  1.0002224e-05 -3.4077774e-01  1.6866046e-01  3.6089031e-02 -4.2465539e+01  2.2620112e+01 -3.2348695e+00 
150640  1.0002224e-05  2.1939876e-01  2.3116033e-01 -1.4029819e+00  3.8294250e+01  2.3716449e+00 -1.0055690e+01 
150641  1.0002224e-05  8.3910260e-01 -3.7865939e-01 -7.2976873e-02  3.0465866e+01  1.5151822e+01  1.2214617e+01 
150642  1.0002224e-05  5.2898432e-01  6.2225281e-01 -1.7692226e-02  6.4202400e+01 -1.3523948e+01  1.5224879e+01 
150643  1.0002224e-05 -1.0662708e+00  1.1771836e+00  7.3549234e-01  1.3088515e+01  5.1302391e+00  3.4909638e+01 
150644  1.0002224e-05 -5.9127215e-01 -3.9513049e-01 -7.3394260e-01 -1.0316122e+01 -1.1182023e+01 -3.6966314e+01 
150645  1.0002224e-05  4.5893560e-01 -2.7299405e-01 -1.2493911e-01  3.8663646e+01  9.9968983e+00 -1.9746212e+01 
150646  1.0002224e-05 -8.8291497e-01 -9.6412181e-01 -2.2124720e+00 -3.8639076e+01 -2.2264542e+01 -1.2667042e+01 
150647  1.0002224e-05 -1.0307327e+00 -4.5052219e-02  1.2465405e-01 -1.5678345e+01  1.6570625e+01 -2.7512215e+00 
150648  1.0002224e-05 -2.8374835e-01 -1.1002157e+00  8.8445633e-01  5.0156952e+00  1.8003023e+01  1.8455207e+00 
150649  1.0002224e-05  5.0618053e-01  8.2699751e-01  4.9446099e-01 -7.5548851e+00 -2.3388210e+01 -7.2664039e+00 
150650  1.0002224e-05  2.6504326e-01  3.6558669e-01 -8.4058266e-01 -5.0118710e+01  2.4809175e+01 -1.3429064e+01 
150651  1.0002224e-05 -1.3607548e-01 -3.4164762e-01  9.7157177e-02  2.0114210e+01  2.0350279e+01  3.1501613e+01 
150652  1.0002224e-05  2.8723568e-01  8.9363624e-01 -5.0532957e-01  1.8509956e+01 -2.7569626e+01 -2.6305680e+01 
150653  1.0002224e-05 -5.0005075e-01  3.0191488e-02  1.0617651e-02  1.3960038e+01 -4.0502618e-02  8.2411410e+00 
150654  1.0002224e-05 -3.6579590e-02  5.0689546e-02 -2.0212601e-01  1.7239302e+01 -6.3646972e+01 -5.6990502e+00 
150655  1.0002224e-05  3.1111260e-01 -7.2838136e-02  2.9885798e-01 -3.7281833e+00 -2.8687629e+01 -3.5488882e+01 
150656  1.0002224e-05  2.8785874e-01 -2.2659044e-01  1.0288961e+00  2.3477153e+01 -1.8934215e+00  1.0493549e+00 
150657  1.0002224e-05 -7.0689464e-01  1.2145317e+00 -7.4736238e-02  2.8850493e+01 -5.6360270e+01  2.9664838e+01 
150658  1.0002224e-05 -1.1144950e+00 -1.8919032e-01  8.7226429e-01 -4.8262381e+00 -2.6957212e+01  1.3109803e+01 
150659  1.0002224e-05  7.1997782e-01 -2.2343017e+00 -1.1354703e+00  8.1405447e+00  1.7483795e+01  4.6549012e+00 
150660  1.0002224e-05 -5.1888620e-02 -8.3161616e-01  7.4094792e-01  4.2967440e+01  1.6142804e+01  2.8068406e+01 
150661  1.0002224e-05  3.6556443e-01  3.1169514e-01  2.8194587e-01 -1.6566714e+01 -2.5315632e+01  2.3273428e+01 
150662  1.0002224e-05  4.1758807e-01 -5.7950094e-01 -4.3171488e-01 -1.4555158e+01 -1.9114288e+01 -5.0663757e-01 
150663  1.0002224e-05 -1.1481810e-01  1.8401641e-01 -3.0665139e-01 -3.0784752e+00  3.2943826e+01  2.0935936e+01 
150664  1.0002224e-05 -7.6077668e-02  1.7146492e-01 -3.0248254e-01  9.7195756e+00  1.0684733e+01 -3.1716304e+01 
150665  1.0002224e-05 -1.1942124e+00  1.8978998e-01  3.0403226e+00 -1.6070518e-01  2.0939258e+01  1.7349641e+01 
150666  1.0002224e-05 -8.3406461e-01 -2.0351765e-02 -1.0164231e-01 -2.2172249e+01 -1.4918884e+01 -4.8988581e+01 
150667  1.0002224e-05  1.5011664e+00  2.9063285e-01  1.0468889e+00 -1.5675516e+01 -5.6131900e+00 -1.0484947e+01 
150668  1.0002224e-05  1.2896276e-01  8.1385648e-01 -9.7291490e-01  1.6508900e+01  2.1803066e+01 -2.3084833e+01 
150669  1.0002224e-05  1.0814992e+00 -4.0704461e-01 -6.8654112e-01  9.9145702e+00  6.3180500e+00  2.8376128e+01 
150670  1.0002224e-05  2.5933858e+00  2.1578879e+00  1.5450272e+00 -5.6064999e+01 -2.0978470e+01 -5.7604863e+00 
150671  1.0002224e-05 -3.3617919e-01  4.2030198e-01  2.3267267e-02  3.2886255e+01  1.0666111e+01  2.9455993e+01 
150672  1.0002224e-05  1.0096476e+00  9.0152675e-01 -1.3621586e+00  1.9226533e+01  2.6148679e+01  1.0024366e+01 
150673  1.0002224e-05  2.3965034e-01  3.6744491e-02 -4.1393350e-01  7.3600232e-01  3.9461816e+01 -1.4910806e+01 
150674  1.0002224e-05  4.3115303e-01 -1.4268056e-01 -6.0814067e+00 -1.7641960e+01 -2.4430875e+01 -4.0077692e+00 
150675  1.0002224e-05  1.0788082e+00 -1.0516510e-01 -1.6163685e+00 -6.4369870e+00 -3.5813707e+01  2.7840849e+01 
150676  1.0002224e-05 -1.5899134e+00 -4.6192052e-01  7.4281368e-01  8.4730391e+00  9.6779560e-02 -4.1084043e+00 
150677  1.0002224e-05  7.3225963e-02 -9.2821181e-01  1.5797347e+00 -1.7519918e-01 -9.8645514e+00 -8.6076420e+00 
150678  1.0002224e-05 -4.1671692e-01 -5.3081433e-01 -2.5554571e-01  1.6206621e+01  4.6628598e+01 -1.3377556e+00 
150679  1.0002224e-05 -1.8415571e-01  1.3475521e-01  9.2800509e-02 -6.7350830e+01  4.1425331e+01 -2.1945067e+01 
150680  1.0002224e-05 -3.0618712e-01 -7.9179247e-01  5.0111694e-01  2.3491123e+01  1.1798251e+01  4.1690368e+01 
150681  1.0002224e-05  1.8105953e-01  3.2777465e-01  6.0613443e-02 -5.4002033e+01 -7.9590483e+00  5.1923989e+01 
150682  1.0002224e-05  3.0150456e+00  4.6489482e-01  2.2091142e+00 -6.0035087e+01 -2.3722543e+01 -2.1371634e+01 
150683  1.0002224e-05  1.0474769e+00 -2.9870140e-01  3.6084090e-01 -3.2473595e+00  1.6541811e+01  7.9807121e+00 
150684  1.0002224e-05  3.3452238e-01 -9.8556812e-02  1.3666462e-01  1.9560427e+01 -1.6754849e+01 -4.2349212e+00 
150685  1.0002224e-05  4.6491237e-01 -4.9713372e-01  8.5492473e-01 -5.5420046e+00  3.7866144e+00  8.4014125e+00 
150686  1.0002224e-05  5.9245731e-02  1.0017985e-01 -1.3198263e-01 -2.4415867e+00 -5.1352847e+01  1.2038287e+01 
150687  1.0002224e-05  3.1076815e-02  3.1306504e-01 -9.5388436e-02 -1.0408289e+01 -6.8677657e-01 -2.3201398e+01 
150688  1.0002224e-05  2.8738271e-01 -1.7905434e-01 -6.6509384e-01  4.5122712e+00  2.1467706e+01 -8.8909284e+00 
150689  1.0002224e-05  5.5205692e-02  3.2182761e-01 -9.1770477e-01 -2.8205395e+01  3.6732504e+00  3.3575196e+01 
150690  1.0002224e-05 -7.8976521e-01  1.5686359e-01  9.8531789e-02 -2.7176484e+01  2.2042712e+01  7.2026394e+00 
150691  1.0002224e-05  8.7883851e-01 -7.3733130e-01 -4.1138257e-02  3.0304426e+01  1.0968040e+01  5.1424606e+01 
150692  1.0002224e-05  4.9979329e-01  3.4262594e-01  5.6054932e-02  1.3368090e+00  2.2963458e+01 -2.7568614e+01 
150693  1.0002224e-05 -2.4596313e-01  1.0024078e-01  1.7027503e+00 -1.0471242e+01  1.8105902e+01  1.1435307e+01 
150694  1.0002224e-05  1.1954811e-02 -3.1828379e-01  4.8441224e-01  1.8386261e+00 -1.5793349e+01  4.0240849e+01 
150695  1.0002224e-05  9.0646590e-01 -1.0306919e+00 -3.0246753e-01  2.5015989e+01  1.8193824e+01  5.0634224e-01 
150696  1.0002224e-05 -1.5442848e-02 -2.4115409e-01 -5.8431214e-02 -3.3971183e+01 -7.1356065e-01  4.2017611e+01 
150697  1.0002224e-05 -1.0652108e+00  9.4028860e-01 -5.2202055e-01 -6.0008195e+01  5.0446734e+01  4.7773196e+01 
150698  1.0002224e-05 -8.8530299e-02  1.5988963e-01 -8.9435998e-01  3.0824818e+00  2.3403948e+01 -3.0559658e+01 
150699  1.0002224e-05 -7.1317296e-01  2.1242789e+00  2.1886632e-01  1.9486581e+01 -2.3163333e+01 -3.9008505e+01 
150700  1.0002224e-05 -5.2395596e-02 -9.0721317e-01 -7.2707464e-01 -2.3859337e+01  4.3386287e+00  1.0917368e+01 
150701  1.0002224e-05 -5.8045445e-02  1.0563060e+00  2.9754303e-01 -2.6703694e+01 -1.7935568e+01 -4.9874523e+00 
150702  1.0002224e-05 -7.5218101e-01 -3.1487901e+00 -5.6900035e-01  4.4360870e+01  4.6629866e+00  1.4607526e+01 
150703  1.0002224e-05 -1.9705886e-01 -9.8758879e-01  3.5725640e-01 -1.1889251e+01 -1.6916080e+00 -2.2214869e+01 
150704  1.0002224e-05  2.9985483e-01 -9.0591545e-01 -6.6764653e-02 -1.6492558e+01  1.9083728e+00 -1.7625671e+00 
150705  1.0002224e-05 -1.0365240e+00  6.7183479e-01  9.6912783e-01  3.5377626e+01 -1.8330030e+01  8.9338588e+00 
150706  1.0002224e-05  2.9828649e-01  4.9143475e-02  2.0701019e-01  9.1291526e+00  4.7660751e+01  2.6009132e+01 
150707  1.0002224e-05 -1.3549793e-01 -4.0333703e-01 -6.0346985e-01  8.0530075e+01  1.6821552e+01  7.8723823e+00 
150708  1.0002224e-05 -2.0407441e-01 -4.9972149e-01  1.8994404e-01 -2.4772342e+01 -8.6130609e+00  2.2137787e+01 
150709  1.0002224e-05  1.2163366e-01  1.4644666e-01  1.6658006e-01  5.0017187e+00 -1.5489278e+01 -2.2724337e+01 
150710  1.0002224e-05  1.8573012e+00 -5.7698607e-01 -1.0098718e+00 -1.3477663e+01  2.8775963e+01 -8.1058610e+01 
150711  1.0002224e-05 -1.2880188e-01  2.8920376e-01  1.7427316e-01 -5.0788576e+01  7.9093764e+01 -4.9128457e+01 
150712  1.0002224e-05  1.3686754e+00 -9.5247034e-01  1.4167992e+00 -3.8326066e+01 -4.3291816e+01 -1.1136176e+01 
150713  1.0002224e-05  2.3820920e-02  2.7144726e-01 -1.1143519e-01  3.3897530e+01 -2.7651370e+01  2.1589391e+01 
150714  1.0002224e-05  6.0561803e-02 -4.5705851e-01  4.7647210e-01 -3.8500622e+00  5.9700703e+00  5.2319306e+01 
150715  1.0002224e-05  8.1376730e-01 -1.9628617e-01 -8.1174981e-01  1.0787530e+01 -2.7331347e+01  7.1680189e+01 
150716  1.0002224e-05  2.2829637e-01  4.8382892e-01 -8.3009874e-01 -1.9771637e+01 -4.2431532e+00 -1.1398125e+01 
150717  1.0002224e-05  1.0028441e+01  6.2300316e+00  7.4838885e+00  8.5013458e+01 -1.2578851e+01  2.4236979e+01 
150718  1.0002224e-05 -4.9636690e-01  2.6279688e-01  8.0305790e-02 -1.7889212e+01 -1.9260226e+01  2.0820893e+01 
150719  1.0002224e-05 -7.0003929e-01 -4.6455299e-01  7.3143676e-02 -5.5714443e+00  6.2923196e+01  5.6208140e-01 
150720  1.0002224e-05 -9.3537236e-02  1.8745901e-01  9.9444345e-02  9.4849082e+00  1.1210967e+01  3.9503099e+01 
150721  1.0002224e-05 -8.2760608e-01 -4.7235764e-01  2.8795880e-01  1.6265974e-01 -1.6249976e+01  1.1850868e+01 
150722  1.0002224e-05  3.0241410e-02 -5.4683178e-01  4.4691802e-01  2.9074995e+00 -2.4566038e+01  2.2294916e+01 
150723  1.0002224e-05 -1.2040582e+00  4.0756727e-01  8.3681996e-01 -1.1813472e+01  2.3567589e+00  3.1912763e+01 
150724  1.0002224e-05 -7.8020119e-01 -4.8647035e-01  2.7745395e-02 -1.6986017e+01 -5.4917390e+01 -2.8469782e+01 
150725  1.0002224e-05 -5.9511200e-01  2.4953321e-01  1.4048950e+00  2.5754061e+01  1.7431361e+01 -2.5797554e+01 
150726  1.0002224e-05 -3.2493027e-01  4.0774043e-01 -1.5473642e-02 -2.1688227e+01  1.6973891e+01 -9.6062337e+01 
150727  1.0002224e-05 -1.9473079e+00 -1.2253538e+00 -4.6088772e-02  1.1537340e+01  4.3037498e+01  1.9572742e+00 
150728  1.0002224e-05  8.3679866e-01  9.8336907e-02 -3.7567290e-01 -2.8704862e+01 -1.5369535e+00 -2.9070872e+00 
150729  1.0002224e-05 -4.4215604e-01  6.9312912e-02  6.6339227e-01 -2.0611557e+01  1.6743598e+01 -2.0374072e+01 
150730  1.0002224e-05  3.9956265e-02 -5.8556072e-01  7.4574684e-01 -2.2265650e+01  1.2324723e+01 -4.0295537e+01 
150731  1.0002224e-05  4.9891319e-01  4.4663602e-01 -1.0956411e-01 -1.5027112e+01 -3.2314089e+01 -1.6463484e+01 
150732  1.0002224e-05 -1.6585731e-01  5.0949526e-01 -5.9327414e-01  1.9828161e+01 -1.1013756e+01  2.6423741e+01 
150733  1.0002224e-05 -1.2586910e+00 -2.0065031e-01 -1.6615873e-01  1.0710414e+01 -1.4426772e+01 -2.6146313e+01 
150734  1.0002224e-05  1.7542520e-01  1.1123285e-02 -1.1512441e+00 -1.7700368e+01  2.7881685e+01 -2.9101248e+01 
150735  1.0002224e-05  1.1967257e+00  4.3695087e-01 -5.3918105e-01 -1.7165354e+01 -1.0678424e-01 -1.4264593e+00 
150736  1.0002224e-05 -7.7090063e-01 -3.6601809e-01 -8.7430476e-01 -1.4099055e+01 -2.6101952e+01  3.8541645e+01 
150737  1.0002224e-05  7.5441532e-01  4.1823199e-01 -3.7775490e-01 -3.0627284e+01  1.5475907e+01  1.9505639e+01 
150738  1.0002224e-05  1.5948427e-01 -7.3121737e-01  8.1455338e-01 -1.0221904e+01 -1.9147532e+01  2.8670294e+01 
150739  1.0002224e-05  2.1759108e-01 -2.3263017e-01  9.2056970e-03 -3.4636133e+01 -2.5197345e+01 -1.1061589e+01 
150740  1.0002224e-05  1.2302511e-01 -1.8079639e-02 -2.1444722e-01 -3.6422894e+01  1.0050688e+01 -1.4619055e+01 
150741  1.0002224e-05 -5.2825403e-01 -1.9966146e-01  4.1656194e-01 -3.9890080e+01 -2.2929268e+01 -8.6415905e+00 
150742  1.0002224e-05 -2.6982396e+00  1.2992256e+00 -3.3989891e-01 -2.5272436e+00 -5.4576381e+00  6.9705247e+00 
150743  1.0002224e-05  1.1624424e+00 -4.9589378e-02  1.0311343e+00 -7.0140868e+00 -5.2766899e+01 -3.8630532e+01 
150744  1.0002224e-05  1.4619430e+00 -1.1518292e-01 -7.5309734e-01  2.6870568e+01 -3.4019545e+01  4.3406286e-02 
150745  1.0002224e-05 -2.5264169e-01 -5.5824626e-01  1.5526530e-01  1.1786583e+01 -1.6320531e+01  7.1101275e+00 
150746  1.0002224e-05 -7.1935845e-01 -1.8552407e-01 -1.8158766e+00  2.8728802e+00  5.0880886e+00 -1.9410329e+01 
150747  1.0002224e-05  1.4298679e-01  2.4564494e+00  4.7389665e-01 -5.6010323e+01 -1.8742669e+01  1.2357189e+01 
150748  1.0002224e-05 -3.1878655e-01  3.2871508e-01 -8.2763273e-01  1.1916967e+01  2.2661164e+01  7.8811329e+00 
150749  1.0002224e-05  2.2444705e-01 -2.7794560e-01 -1.6137749e+00  1.9036246e+00  1.2699697e+01  4.2653069e+01 
150750  1.0002224e-05  2.4884578e-02 -9.5277007e-02  4.0565236e-01  2.9859006e+01  6.1544287e+00  5.5682320e+01 
150751  1.0002224e-05  1.0993155e+00 -4.2472191e-02  4.7761088e-01  3.3784569e+01 -2.9961863e+01  4.9853688e+01 
150752  1.0002224e-05 -1.0268572e+00 -3.3536840e-01  7.9402402e-01  1.3197122e+01 -2.6832010e+00 -1.4732232e+01 
150753  1.0002224e-05 -1.3302736e-01 -6.6581072e-01 -9.5107331e-01 -1.3647503e+01 -2.8657303e+01  2.6341919e+01 
150754  1.0002224e-05 -2.9950307e-01  1.0353773e-01 -8.8984429e-02  3.4549683e+01 -3.1645914e+01 -4.1671539e+01 
150755  1.0002224e-05  3.3706979e-01 -6.6969397e-01 -8.4231837e-01 -2.7409953e+00  3.2025488e+01  8.8299157e-02 
150756  1.0002224e-05  3.5489954e-01 -1.4996694e+00 -5.4795945e-01 -1.0265830e+01  9.1361622e+00  7.3968125e+01 
150757  1.0002224e-05  6.3908075e-01  1.6888697e+00 -1.1611809e-01 -8.5375888e+01 -4.8064630e+01  4.6302631e+01 
150758  1.0002224e-05  2.1554127e-01  2.2931708e-01 -1.0067805e+00  9.2195916e+00 -6.2934921e+00  3.3456428e+01 
150759  1.0002224e-05  5.6244921e-01  5.1572829e-01 -3.4614602e-01  8.1269118e-01  1.5849087e+01  3.5895350e+01 
150760  1.0002224e-05  8.9782587e-01  9.8320600e-01 -1.0279244e+00  3.7934605e+00  5.4695733e+01  2.1635031e+01 
150761  1.0002224e-05 -2.2369604e-01  9.9981269e-02  5.9863255e-02  3.8162222e+01 -1.6501893e+01 -2.2492427e+00 
150762  1.0002224e-05 -1.6972150e-01 -1.9739342e-01  1.0524967e+00  7.0086836e+00 -6.0790884e+00  1.7608054e+01 
150763  1.0002224e-05 -1.1308065e+00 -3.2018757e-01 -1.8196095e-01  3.2244626e+01 -9.0399894e+00  1.3300428e+01 
150764  1.0002224e-05  8.0593353e-01  1.6875226e+00 -5.1015986e-01 -3.4692929e+01  8.2765420e+00  4.8477901e-01 
150765  1.0002224e-05  1.2080789e+00  4.1421193e-01  1.0972296e+00  4.5596193e+01  1.9044610e+01  1.2301272e+01 
150766  1.0002224e-05 -3.8601942e-02 -2.0290701e-01 -2.7369189e-01 -2.7644556e+00  4.9330480e+01 -6.4885218e+00 
150767  1.0002224e-05 -1.0174931e-02  7.4780744e-01 -2.6004659e-01 -9.6141375e+00 -6.5211816e+00  2.2006433e+01 
150768  1.0002224e-05  2.8392196e-02  2.1805225e-01  1.9310969e-01 -1.9993077e+01  9.7750932e+00 -3.1640853e+01 
150769  1.0002224e-05  1.3255212e+00 -5.6434563e-01 -1.4035388e-01  4.3756387e+00  2.2422821e+01 -7.3800017e+00 
150770  1.0002224e-05 -3.3989925e-02 -6.3501502e-01  3.0285683e-01  3.5323850e+00  3.2577836e+01 -5.0308336e-01 
150771  1.0002224e-05  2.2336635e+00  2.1733233e+00  1.2630143e+00 -2.3297016e+01  5.0536908e+01 -4.8326957e+01 
