#0       1             2              3              4              5              6              7
#n   starPmass       starX          starY          starZ          starVx         starVy         starVz
149555  1.0002224e-05  1.2166758e+00 -3.0706657e+00 -1.6712913e+00  2.3980865e+01 -1.5997237e+01 -1.1090333e+01 
149556  1.0002224e-05 -6.9273484e-01  3.6455768e-01 -1.4323556e-01  8.2287222e+00  1.4621784e+01  2.8752846e+01 
149557  1.0002224e-05  9.1015879e-01  1.3698247e+00  4.7573746e-01  2.5115591e+01 -5.3206853e+01  3.0446925e+00 
149558  1.0002224e-05  1.6668431e-03 -5.2178287e-01 -1.2782430e-01 -7.4652373e+00 -2.5698767e+00  8.7971469e+00 
149559  1.0002224e-05  2.9637548e-01  2.4358425e-01  3.3979934e-01 -2.4950851e+01  2.2158418e+01  1.4569089e+01 
149560  1.0002224e-05  1.4403213e+00 -1.2960694e+00 -6.9212792e-01 -6.9676956e+00 -2.6194311e+01 -2.0328208e+01 
149561  1.0002224e-05  1.7658352e+00 -8.3013950e-01 -2.8965247e+00  1.7633860e+01 -1.3448961e+01  1.5395446e+01 
149562  1.0002224e-05  7.4208690e-01  7.1370958e-01  7.7564314e-01  2.7596907e+01  2.3619505e+01 -3.8756839e+01 
149563  1.0002224e-05 -1.3156672e-01 -8.9076501e-01 -2.3932771e+00 -6.3381499e+01  4.5189255e+01  5.6695219e+00 
149564  1.0002224e-05 -1.8214091e-01 -1.0693813e-01 -1.6190297e-01 -7.4360997e+00 -2.3965351e+01  3.6050165e+01 
149565  1.0002224e-05  3.6309450e-01 -4.4600809e-01 -6.3386107e-01 -5.2232547e+00 -2.3505469e+01 -3.3640113e+01 
149566  1.0002224e-05 -6.7740045e-02  5.7225062e-01 -2.2497140e-02  7.7289333e+00 -7.1917639e+00  2.7332763e+01 
149567  1.0002224e-05  9.1611601e-01 -6.0021006e-01 -7.2444437e-01  5.9206394e+00 -1.3023240e+00 -2.9371236e+01 
149568  1.0002224e-05 -4.4374507e-01  1.7878159e+00 -3.8609729e-01  2.9488791e+01  3.2653731e+01 -3.9583879e+01 
149569  1.0002224e-05  7.9747589e-01  7.5119669e-01  1.1988567e-01  5.4095277e+00 -4.9230782e+01 -4.9075986e+00 
149570  1.0002224e-05 -1.2476321e+00  3.8768531e-01 -3.6906367e-01  8.1433254e+00 -2.7519471e+01  4.2260382e+01 
149571  1.0002224e-05 -9.6051289e-01 -2.2974098e-01 -4.5626469e-01  3.7859130e+01 -2.3078970e+01 -3.2210505e+00 
149572  1.0002224e-05 -2.9780994e-01  4.8108421e-01  7.7461473e-01  1.1145620e+01  4.1351883e+00  1.0760272e+01 
149573  1.0002224e-05 -6.8764897e-01  7.3001540e-01  6.5400896e-01  1.9377629e+01  1.5616386e+01  2.0867665e+01 
149574  1.0002224e-05 -5.2477202e-01 -2.3125708e-01  4.4047774e-01 -5.0589036e+01 -1.0345748e+01  1.2717401e+01 
149575  1.0002224e-05 -7.2998678e-01 -2.0586630e+00 -1.6858292e+00  8.2837839e+01  5.3942028e+01 -6.1040295e+01 
149576  1.0002224e-05  7.5000355e-01  1.5012458e+00 -3.6233445e-01 -1.8714512e+01 -4.4105392e+01 -8.1313487e+00 
149577  1.0002224e-05 -4.1541850e-02  3.0016049e-02 -1.8945458e-01 -2.4296312e+01 -9.2621873e+00 -3.2831420e+01 
149578  1.0002224e-05  8.0345781e-01 -2.5916569e+00  2.0022645e+00  2.6690242e+01  3.9541036e+01 -4.4679830e+01 
149579  1.0002224e-05 -3.3228271e-01  4.4409872e-01 -2.0463973e-01  3.5456233e+01 -2.6403033e+01  2.3130332e+00 
149580  1.0002224e-05 -5.7880935e-02 -2.6934124e-01  7.1375020e-01  1.4206102e+01 -1.6993619e+00  1.0653907e+01 
149581  1.0002224e-05  1.8943363e+00  7.8744852e-02 -4.0300017e-02 -3.7311534e+00  2.6190983e+01 -1.7553900e+01 
149582  1.0002224e-05  2.9543101e-01 -1.8651746e-01  6.6306202e-01 -9.5847132e+00 -3.6200870e+01 -2.9816183e+00 
149583  1.0002224e-05 -5.7165549e-01 -1.2874201e+00  4.8542435e-02 -2.1723451e+01  1.4451110e+01 -3.6703533e+01 
149584  1.0002224e-05 -1.9604487e-01  1.4729391e-02  1.6267509e-01 -2.0190341e+01  1.5504029e+00  3.5179309e+01 
149585  1.0002224e-05 -4.6574476e-01 -1.0326945e+00  5.0858909e-01 -1.3173864e+01 -2.3333680e+01 -2.3648428e+01 
149586  1.0002224e-05  6.2190851e-01  3.2700892e-01 -7.1252284e-02 -3.2310033e+01 -5.4354012e+00  2.2056384e+01 
149587  1.0002224e-05  8.1222966e-01  5.4747623e-01 -7.2519575e-02 -2.8341652e+01 -2.3986460e+01  1.9269190e+00 
149588  1.0002224e-05  1.9066523e+00 -1.5517188e+00 -5.8471448e-01 -4.3815930e+01 -8.0853107e+00 -2.5400293e+01 
149589  1.0002224e-05  2.7851155e-01  1.3755161e+00  2.6934136e-01  2.8407977e+01 -2.2288608e+01 -3.3402812e+01 
149590  1.0002224e-05  4.4573812e-02  1.0241093e-01  1.7934206e-01  6.6626401e+01 -4.9252336e-01  1.2435083e+01 
149591  1.0002224e-05 -6.9749081e-01 -1.3487075e+00  6.8918753e-01 -8.0410767e+00 -1.1728046e+01 -3.2082688e+01 
149592  1.0002224e-05 -4.0338321e-01 -3.6192788e-01 -1.6057469e+00  3.4046508e+01  6.8374376e+01  2.1903359e+01 
149593  1.0002224e-05  8.6107762e-01  9.5964243e-01  5.1051826e-01 -1.9718595e+01  1.2840698e+01  8.9422693e+00 
149594  1.0002224e-05  6.6616210e-01 -2.0557609e-01  3.2664582e-01 -5.4957478e+00 -3.8263062e+00 -3.8386437e+01 
149595  1.0002224e-05 -1.0854241e+00 -1.6443207e+00 -8.2811442e-01 -7.4492373e+01  6.3350715e+01  8.2187278e+00 
149596  1.0002224e-05  8.0849881e-01  6.4106104e-01  2.0220290e-01 -4.9648760e+01 -3.3261822e+00  6.6359842e+01 
149597  1.0002224e-05 -5.3025812e-01 -2.4862630e-01 -1.0604853e+00  2.1323533e+01  2.7204452e+00  2.1611358e+01 
149598  1.0002224e-05  7.2102914e-01 -2.1400317e-01  1.2549826e+00  3.9584984e+01 -1.2562463e+01 -1.7735424e+01 
149599  1.0002224e-05 -1.1056070e+00 -3.4636701e-01  2.2004078e-01 -3.0871690e+01 -2.5881039e+01  2.8454011e+01 
149600  1.0002224e-05 -1.8372099e+00  3.1777860e-01  4.2025814e-01 -4.4221121e+01 -5.7216119e+00  7.8158598e+00 
149601  1.0002224e-05  2.2598661e+00  4.7555752e+00 -1.7425541e+00 -2.2269552e+01  4.6576473e+01 -1.1254790e+01 
149602  1.0002224e-05  2.0718609e-01  7.2418889e-01 -1.1432761e+00 -1.0450129e+01  5.7121742e+00  8.4599331e+01 
149603  1.0002224e-05  4.5189988e-01 -3.7516041e-01  3.0835186e-01  1.9154766e+01 -3.4513785e+01 -9.4681169e+00 
149604  1.0002224e-05 -3.4288915e-01 -2.5530912e-01 -7.4828575e-01  4.7254305e+01  5.8502999e+00  2.0849856e+01 
149605  1.0002224e-05  4.1788601e-01 -2.7215024e-01  6.1100214e-01  2.8969082e+01 -1.4489438e+01  1.4717756e+01 
149606  1.0002224e-05 -1.1617966e-01 -3.1268237e-03 -2.5854026e-02 -1.0639549e+02  2.1699893e+00 -4.5772579e+00 
149607  1.0002224e-05 -1.3035551e-01 -5.7963622e-02  4.1252878e-01  2.6439943e+01  1.2104845e+01 -2.6415511e+01 
149608  1.0002224e-05 -1.4094911e+00  4.0139826e-02  4.3711943e-01 -6.7415762e+01 -1.2465161e+01  1.4620764e+01 
149609  1.0002224e-05  9.3522505e-01  5.8335334e-01 -7.6532010e-01 -8.6070166e+00 -2.2560807e+01  2.2158517e+01 
149610  1.0002224e-05 -4.6243063e-03 -1.3847399e-02  5.5014005e-01 -4.6961569e+01  1.5905217e+01  2.7982160e+01 
149611  1.0002224e-05  4.6551926e-01  1.2454525e-01  1.3151920e+00 -3.2056632e-02 -3.2367493e+01 -1.2940585e+01 
149612  1.0002224e-05  1.5459024e+00  1.5281322e+00  5.0510937e-01 -4.1510686e+01 -1.4292542e-01  3.9925619e-01 
149613  1.0002224e-05  1.2000626e-01 -1.5173941e-01  2.1704423e-01 -3.0635001e+01 -1.1074690e+01 -1.6427420e+01 
149614  1.0002224e-05  2.7977782e+00 -1.4846402e+00 -1.6687130e+00  4.4850684e+01  4.0224314e+01  4.3031904e+01 
149615  1.0002224e-05  3.9440920e-01 -1.0014804e+00  2.4968561e-01  1.5497755e+01  6.6510574e-01 -5.3974610e+01 
149616  1.0002224e-05  2.7526002e-01  8.6822761e-01  2.1758806e-01 -4.9372214e-01  6.3367467e+01 -2.5220258e+00 
149617  1.0002224e-05  1.6601320e+00  3.1924021e+00  1.8239551e+00 -1.3194544e+01  3.7690569e+01 -8.7095245e+01 
149618  1.0002224e-05  4.5497610e-01 -9.4023418e-01 -2.0052670e-01 -9.5644877e+00  2.8614831e+01  3.4300383e+01 
149619  1.0002224e-05  5.5780201e-02  1.3044708e-02 -1.3547087e-01  1.1942713e+01  3.8685838e+01 -1.3144902e+02 
149620  1.0002224e-05  3.3136931e-01  7.7107431e-02 -2.2812039e-01  2.4130202e+00 -9.4209671e+00 -9.1218082e+00 
149621  1.0002224e-05  1.2883224e+00  4.7495401e-02  1.4739767e+00  3.3858438e+01 -1.7517746e+01  1.2428674e+01 
149622  1.0002224e-05 -1.4879410e+00 -1.3803994e+00  9.4236178e-01  2.1836115e+00 -1.8624213e+01  2.1477556e+01 
149623  1.0002224e-05 -4.1107469e+00  1.9937760e-01  2.3814107e+00 -1.2379162e+01 -2.6827650e+01  3.0170780e+01 
149624  1.0002224e-05  1.1330219e-01 -1.9524356e+00  7.5464514e-01 -1.8082727e+00  3.3939385e+00 -3.9254958e+01 
149625  1.0002224e-05 -9.5744340e-01  9.9157734e-01 -9.7406824e-01  2.7706133e+01 -3.0946537e+01  1.3530665e+01 
149626  1.0002224e-05  1.0821350e+00 -7.9076411e-02  3.4375719e-01  5.9254634e-02 -2.5418027e+01 -4.1924110e+01 
149627  1.0002224e-05 -3.7711865e-01 -1.6604243e+00  3.2903584e-01  1.3980336e+00  4.2171141e+01  2.4486936e+01 
149628  1.0002224e-05  1.5201174e+00  1.4308665e+00 -2.6843210e+00  3.2586175e+01  4.0639363e+01 -3.5452051e+01 
149629  1.0002224e-05  5.7948313e-01  9.0892846e-01 -1.3329072e+00  7.5941898e+00  9.0158106e+00  1.3862040e+01 
149630  1.0002224e-05 -1.1212340e+00  1.0369017e+00 -1.1107827e+00  5.9567533e-01 -3.2029366e+01  2.1154033e+01 
149631  1.0002224e-05 -5.3889241e-03  1.1318804e-01  2.1037851e+00  8.8608500e+00  3.1481929e+01  2.5042669e+01 
149632  1.0002224e-05  1.5653449e+00 -3.1769011e-01  1.4358082e+00  5.4840795e+00  3.4578024e+01  2.3791818e+00 
149633  1.0002224e-05 -1.4955098e-01 -7.4689526e-01  5.5179149e-01 -1.8316055e+01 -1.8511254e+01  3.2323726e+01 
149634  1.0002224e-05 -2.9131674e+00  2.1574823e+00  8.0886914e-01  2.2918605e+01 -2.1866304e+01  6.1018124e+01 
149635  1.0002224e-05 -1.1162242e+00 -9.2327285e-01 -4.6625753e-01 -2.4289126e+01  7.1596062e+00 -8.0525429e+00 
149636  1.0002224e-05 -1.4977912e-02  2.1636168e-01  2.7838707e-01  1.1867490e+01 -1.5098507e+01  5.6291031e-01 
149637  1.0002224e-05  1.9332542e-01 -2.4645210e-01  9.3628554e-02 -3.8491953e+01  1.6227245e+01 -2.4614795e+00 
149638  1.0002224e-05  1.7570287e+00 -4.3730903e-01  2.3977283e-01 -8.8559786e+00 -4.7215082e+01  1.2576532e+01 
149639  1.0002224e-05  2.3234202e+00  1.1364206e+00 -1.0637925e+00 -1.1342462e+01 -4.9476849e+00  1.4212016e+01 
149640  1.0002224e-05 -3.1790817e-02  1.7691252e-01 -2.5647261e-01 -3.8794112e+01  1.4461055e+01 -2.8814998e+01 
149641  1.0002224e-05 -9.1816419e-02  5.2464256e-01  7.5002877e-01  2.2028161e+01  1.0146329e+01 -2.6579677e+01 
149642  1.0002224e-05  1.0161264e+00  8.6053385e-01  6.9231780e-01  9.2285108e+00  2.9611398e+01  2.9364053e+01 
149643  1.0002224e-05  8.7735550e-01 -5.9496469e-01 -9.1803523e-01  2.0604344e+01  1.2077562e+01  6.4715765e+00 
149644  1.0002224e-05 -5.1170742e-01 -4.5281972e-02 -6.5318979e-01  1.4882307e+00  1.4410710e+01  2.7609229e+00 
149645  1.0002224e-05  9.4634893e-01 -1.1315569e+00  1.1093290e+00  6.9242676e+00  4.3446007e+01  7.1742330e+01 
149646  1.0002224e-05  1.9072322e-02 -5.7436175e-01  6.1840100e-01  1.0744528e+01 -9.7294190e+00 -5.6299738e+00 
149647  1.0002224e-05 -5.9512142e-01  4.4113196e-01  1.1505823e+00  6.8801244e+00 -1.1520495e+01  6.1727740e+00 
149648  1.0002224e-05  9.4070297e-01 -2.1575021e-01  3.9404150e-01 -8.8819179e+00  1.8928169e+01  3.7964057e+01 
149649  1.0002224e-05 -1.4386219e-01  9.4960435e-01  1.5123811e-01  4.4896897e-01 -4.3181748e+01 -2.1638034e+01 
149650  1.0002224e-05 -7.0624680e-01  8.0642505e-01  2.7967521e-01 -4.2393168e+01  2.0930520e+01 -2.5002589e+01 
149651  1.0002224e-05 -1.3170558e-01  9.4057050e-01 -1.8361999e+00 -1.4163265e+01  5.3848364e+01 -2.7297346e+01 
149652  1.0002224e-05  3.4835822e-01  6.1183353e-03  1.9388117e-01  9.9041152e+00  2.3535532e+00 -2.7132179e+01 
149653  1.0002224e-05  2.5527805e-01  5.0468734e-01 -1.1725798e-01 -2.1333161e+01 -6.5317346e+00  1.2210663e+01 
149654  1.0002224e-05 -7.2906087e-02  3.5257782e-01  2.3392524e-01 -1.0103942e+01 -5.4514807e+01 -1.3051288e+01 
149655  1.0002224e-05  1.1272770e+00  6.4740551e-01  1.1714790e-01 -1.0539425e+01  6.8406117e+00 -1.0893158e+01 
149656  1.0002224e-05  4.9699172e-01 -1.6413100e-01  8.6155936e-01 -1.2508138e+01 -4.9750378e-02  2.7359560e+01 
149657  1.0002224e-05  4.2501165e-01 -4.5467264e-01  8.8998153e-02  3.0342777e+01 -6.3831380e+00 -1.2585345e+01 
149658  1.0002224e-05 -6.4008081e-01 -2.4707512e-01 -1.1553289e+00 -1.0897990e+01 -2.9217980e+01 -1.9538884e+01 
149659  1.0002224e-05  8.1832056e-01  9.4489647e-01  7.6613591e-02 -8.4589916e+00  9.6748043e+00 -1.0094838e+01 
149660  1.0002224e-05  1.0019869e-01 -1.2599489e+00 -2.2627787e+00  2.0068729e+01 -5.5329365e+01  5.8046218e+01 
149661  1.0002224e-05  1.7414973e-01 -3.7919780e-01  4.7220455e-01 -1.4176423e+01  8.8362653e+00  3.2105423e+01 
149662  1.0002224e-05 -3.6875605e-01 -1.5043467e-01  9.8340783e-01 -4.3993288e+01 -5.8523409e+00  3.5926333e+01 
149663  1.0002224e-05  7.6514066e-01 -1.9571916e-01 -7.1651973e-01  2.9908073e+01 -2.1590431e+01  4.5289858e+01 
149664  1.0002224e-05 -1.4575573e-01 -1.3245894e+00 -6.9113592e-01 -2.5320679e+01 -6.9606745e+00 -2.9527100e+01 
149665  1.0002224e-05 -5.9770602e-01  3.4331636e+00  4.3324047e+00  6.4124919e-01  1.7779978e+01 -5.1843749e+01 
149666  1.0002224e-05  8.7667335e-02  3.0006776e-01 -8.3991155e-02  8.9418258e+00  6.3987616e+01 -9.4295990e+00 
149667  1.0002224e-05  1.5881075e-02 -9.8119581e-02  2.1605799e-02  2.2151104e+00  1.9167504e+02 -5.7201865e+01 
149668  1.0002224e-05  1.2482544e+00 -1.8211236e+00 -1.3396761e+00 -3.6489851e+01  2.1631143e+01 -1.2651490e+01 
149669  1.0002224e-05 -4.8212057e-01  4.7477672e-01  6.2468064e-01  1.1858442e+01 -2.9750367e+01 -2.0664699e+01 
149670  1.0002224e-05 -9.9249158e-01  3.9509842e-01  4.9905808e-01  1.6732567e+01  3.5544546e+01  5.5677900e+01 
149671  1.0002224e-05 -1.3277438e-01  3.1015406e-01  6.8522772e-01 -2.2152613e+01 -1.0272815e+01  1.5318106e+01 
149672  1.0002224e-05 -8.6339090e-02  4.8899845e-01 -4.2198882e-02 -1.4432028e+01 -4.2188671e+01  3.4523253e+01 
149673  1.0002224e-05 -5.0639296e-01  1.9370822e-01  1.4814379e+00  1.4175343e+01  1.5181213e+01  4.6844884e+00 
149674  1.0002224e-05 -3.2737581e-01 -1.3322420e+00  4.5337173e-01 -2.7144185e+01 -3.8041724e+01 -3.9163789e+01 
149675  1.0002224e-05 -6.8103707e-01 -5.0305492e-01  2.2178009e-01 -4.1719639e+00  4.6616832e+01  2.6252291e+01 
149676  1.0002224e-05  1.3557161e+00 -2.4523665e-01  5.2981888e-01  2.0777493e+00 -1.4175527e+01 -6.0204612e+00 
149677  1.0002224e-05 -2.2524329e+00 -1.1966480e+00  9.9347617e-01 -4.4789573e+01 -1.1485045e+01  4.6897768e+01 
149678  1.0002224e-05  5.8608594e-01 -1.2798025e+00  1.5038906e-01 -5.9286695e+01  1.9155084e+01 -1.8377506e+00 
149679  1.0002224e-05 -1.4792756e-01 -2.2523676e-01  1.0192062e+00  3.4389757e+01 -3.7359577e+01  7.7225142e+00 
149680  1.0002224e-05 -1.8308721e+00  1.9707921e+00  2.7072970e-01  3.5620840e+01 -1.2865916e+01 -2.8987367e+01 
149681  1.0002224e-05 -2.0225463e-01  4.4629155e-01  5.7075539e-01 -4.8086462e+00 -2.0088737e+01 -1.7121406e+00 
149682  1.0002224e-05  6.9629153e-02 -4.3288537e-01 -1.2742197e+00  6.7446871e+00 -8.3136951e+00  1.7299245e+01 
149683  1.0002224e-05 -9.0162466e-02 -2.8263998e+00  1.5196450e+00 -8.6490934e+01  6.2038278e+00 -3.1283719e+01 
149684  1.0002224e-05 -6.4331943e-01  4.5626906e-01 -1.5046167e-01  1.2534997e+00 -4.3734941e+01  3.3458161e+01 
149685  1.0002224e-05  2.7561042e-01  4.9910277e-02  2.1957820e-01  2.0906200e+01 -1.1860463e+01  4.1973865e+01 
149686  1.0002224e-05 -3.7597755e-01 -1.3908250e+00 -3.4324089e-02  3.1368453e+01 -5.8484776e+00 -2.2497082e+01 
149687  1.0002224e-05 -1.0093973e+00  8.4088105e-01 -3.4657010e-01  1.7926864e+01 -1.9066120e+00  9.5985980e+00 
149688  1.0002224e-05  1.9949514e-01 -7.5278801e-02 -5.6337182e-01 -2.2658571e+01 -3.7857084e+01 -5.6824441e+01 
149689  1.0002224e-05  2.4939934e-01 -1.2518069e-01  2.1222138e-02  4.5010138e+01  5.9931975e-01 -1.0636270e+01 
149690  1.0002224e-05 -1.4849534e+00  2.2533949e-01 -2.4444728e-01 -2.6731516e+01  2.3380994e+01  2.5727830e+01 
149691  1.0002224e-05 -1.8650943e-01  2.3917590e-01  1.6698513e-01  8.6026369e+00  5.7386549e+00 -1.4300052e+01 
149692  1.0002224e-05 -6.0329871e-01  5.4816213e-01 -2.0689662e-01 -4.5447515e+00  1.7033155e+01  1.7083750e+01 
149693  1.0002224e-05  3.3943970e-01  3.1595056e-01 -2.1380732e-01 -2.6825282e+01 -1.9156193e+01  1.6591475e+01 
149694  1.0002224e-05 -2.8091188e+00 -4.5581473e-01  8.6989669e-01 -3.4628008e+01  5.3957109e+00  1.0985373e+00 
149695  1.0002224e-05 -3.3030602e-01  5.6593853e-01  3.0911249e-01  4.9471434e+00 -4.6048478e+00 -4.1419078e+01 
149696  1.0002224e-05  3.2619302e-01 -6.6931056e-01 -1.8125416e-01  6.1778633e+01  6.8698770e+00 -2.1209758e+01 
149697  1.0002224e-05  2.8626692e-02  7.8947970e-02 -2.7588219e-01 -2.7748211e+01  2.9418531e+01 -9.6046678e+00 
149698  1.0002224e-05  1.1275418e-01  7.7512399e-01 -4.7854216e-01  1.6549750e+01 -3.1762442e+01  1.4738991e+01 
149699  1.0002224e-05  6.9146630e-02 -7.3516771e-01 -3.7140030e-01 -3.5307403e+00 -1.9169837e+01  2.2035205e+01 
149700  1.0002224e-05  9.9436222e-02  2.2823127e-01  6.7187957e-01 -1.6813115e+01 -3.1631862e+01 -1.8630491e+01 
149701  1.0002224e-05  5.7685941e-01 -2.9049102e-01 -1.7320273e+00  5.0000059e+00  2.2637450e+01  2.3683896e+01 
149702  1.0002224e-05 -1.4972548e-01  4.3512109e-01 -8.2372428e-02 -2.6461343e+01 -1.9224466e+01  2.2858273e+01 
149703  1.0002224e-05 -8.7848117e-01 -5.8415200e-01  1.4408993e-01 -3.1442363e+01 -1.2244916e+01  4.3092228e+01 
149704  1.0002224e-05  8.7231936e-02  1.3272462e+00 -8.4355221e-02  2.7711108e+00 -3.2649413e+01  5.3895588e+00 
149705  1.0002224e-05  4.1077056e-01 -1.2531085e-01  2.7677857e-01  3.7877673e+01 -4.1795294e+00 -1.4218207e+01 
149706  1.0002224e-05 -3.1441434e-01  5.3462514e-01 -8.1629355e-01 -7.0786849e+00 -5.1284021e+01 -3.2708220e+01 
149707  1.0002224e-05 -3.1826254e-01  4.0355527e-01 -5.3052341e-01 -7.8812479e+00  2.8454045e+01  1.4092991e+01 
149708  1.0002224e-05 -8.6328475e-01 -5.9151403e-01  1.4654153e-01 -9.5807658e+00 -8.3983735e+00  1.3844209e+01 
149709  1.0002224e-05  5.4517739e-01 -5.7373303e-01  1.4717971e+00  5.4584741e+00  2.5154572e+01 -1.1998992e+01 
149710  1.0002224e-05  4.7385744e-01 -7.4887245e-01 -5.4705428e-01  3.4612986e+01 -1.7396588e+00  1.8112972e+01 
149711  1.0002224e-05  2.0831893e-01 -2.1823238e-01 -1.4572936e+00  7.0315423e+00  2.4335783e+00 -9.4379065e+00 
149712  1.0002224e-05 -1.8304302e-01  8.6475743e-01 -9.2337329e-01  4.9947867e+00  1.3027870e+01 -7.7396002e+00 
149713  1.0002224e-05  1.7937645e+00 -2.4410231e+00  9.5167551e-01  3.1079348e+00 -9.6602432e+00  1.6068169e+01 
149714  1.0002224e-05 -3.9874775e-01  8.5834920e-01 -4.6320100e-01  2.7053561e+01  2.4992169e+01  2.4013790e+01 
149715  1.0002224e-05  1.4374690e+00  9.1321435e-01 -2.1926063e-01 -2.3763535e+01 -1.7808411e+01  3.2245087e+01 
149716  1.0002224e-05  2.8647896e-01  7.5041252e-01  1.3092128e+00 -2.1232472e+01  4.1991402e+00  7.8262877e+00 
149717  1.0002224e-05 -1.1392542e-01  1.9874109e-01 -1.4064976e-01  6.5962368e+01 -5.6776665e+01  2.6467798e+01 
149718  1.0002224e-05  6.0788295e-01 -4.2905451e-01  4.1874101e-01 -7.3052062e-01  2.5793886e+01  2.5604346e+01 
149719  1.0002224e-05  4.2399875e+00 -6.4505217e+00 -3.2333165e-01  3.8171261e+01  1.8758448e-01  1.0335097e+01 
149720  1.0002224e-05  6.2231024e-01  3.4164697e-01  2.3050675e+00 -4.0802873e+00 -1.4760414e+01 -1.4420653e+01 
149721  1.0002224e-05  1.2185990e+00  7.7646385e-01  4.9223646e-01 -3.8560107e+01  2.3507597e+01  4.1965376e+01 
149722  1.0002224e-05  1.3700330e-01  1.0374868e+00 -5.4105778e-01  2.8213000e+01  7.5229765e+00 -6.8912585e+00 
149723  1.0002224e-05  1.3197090e+00 -1.2555406e+00 -1.4992995e+00 -2.5826396e+01 -9.8734750e+00 -1.4854860e+01 
149724  1.0002224e-05  7.7368037e-01  1.2052023e+00  5.7941788e-01  1.6916157e+01  1.9365806e+01 -4.0507434e+01 
149725  1.0002224e-05 -1.8298445e-01 -1.2490121e-01 -3.0252732e-02 -2.9905577e+01  3.9040799e+01  4.5196338e+00 
149726  1.0002224e-05 -2.9062317e-01 -3.9511815e-02 -3.2257411e-01 -5.4336510e+01  4.4985888e+01  9.0065339e+00 
149727  1.0002224e-05  3.3127592e-02 -5.3233429e-01 -4.8829090e-01  1.1874683e+01  1.4721914e+01  1.6982074e+01 
149728  1.0002224e-05 -1.3359122e+00 -4.2966329e-02  1.3696509e-01  7.7164580e+00  2.5421858e+01  3.4372829e+01 
149729  1.0002224e-05  1.1070559e+00 -1.1031955e-01  7.8456546e-02  1.5638423e+00  8.6555706e+00 -4.2865835e+00 
149730  1.0002224e-05  7.9541131e-01 -1.9338143e-01 -1.8405495e-01 -3.9694439e+00 -4.4497237e+01  2.5733797e+01 
149731  1.0002224e-05 -3.8708737e-01 -3.7878033e-01 -8.0438313e-01  2.7098248e+01 -1.8731981e+00 -5.9233435e+01 
149732  1.0002224e-05  8.5399073e-01 -6.7418962e-01  3.4588858e-01  1.6588469e+01 -1.8727033e+01 -1.7253049e+01 
149733  1.0002224e-05  1.6669518e+00  8.6108471e-01  3.4209434e-03 -1.6383840e+00  5.1832888e+01  5.5750842e+01 
149734  1.0002224e-05  9.5010696e-02 -1.1250729e+00 -8.4151467e-01  4.4563443e+01  2.3168843e+01  1.9270002e+01 
149735  1.0002224e-05  5.8300372e-01  1.6439649e+00 -1.1746471e+00 -4.8943629e+01  2.5917595e+01 -2.1591103e+01 
149736  1.0002224e-05 -3.8423921e-01  7.4462840e-01 -3.0234549e-01  1.3845191e+01 -3.5558551e+00 -1.6401859e+01 
149737  1.0002224e-05 -3.5464879e+00  2.6363119e-01  9.7210328e-01 -1.2512522e+01  9.8090115e+00  4.6690860e+01 
149738  1.0002224e-05  1.3039119e+00  3.2746339e-01 -7.1109952e-01  2.1765470e+01 -1.8433653e+01 -5.9884726e+00 
149739  1.0002224e-05 -4.0812741e-01 -2.0580124e-01  3.4782207e-01 -5.5407632e+00 -1.4822278e+01  2.8479299e+01 
149740  1.0002224e-05  4.1473393e-01 -9.3666912e-02 -3.5060957e-01 -3.9456695e+01 -2.4067631e+01  1.5465241e+01 
149741  1.0002224e-05  4.5026732e-01  1.4597259e-01  1.3903796e-01 -1.6964922e+01 -8.4264937e+00  2.8769125e+01 
149742  1.0002224e-05 -4.3042608e-01 -1.3647270e+00 -1.1294518e+00  7.1685832e+00  3.1524371e+01 -6.0558544e-01 
149743  1.0002224e-05  1.4622631e-01  4.7306063e-01  1.3313471e+00  9.1921593e+00  7.8323085e+00 -3.8348553e+01 
149744  1.0002224e-05 -1.3405095e+00  9.2970900e-01  4.2487161e-01  9.4060804e+00 -2.0511006e+01  7.3759036e+00 
149745  1.0002224e-05 -7.3792219e-01 -7.3056603e-01 -1.2007337e-01  3.1024956e+01  7.0684119e+00  1.8348864e+01 
149746  1.0002224e-05  1.0368212e+00 -3.0477254e-01  1.0861190e+00  2.5975804e-01  2.7090204e+01 -1.0010048e+01 
149747  1.0002224e-05 -1.6462771e-01 -9.9235102e-02  1.3531829e-01 -2.0700611e+01 -5.3897141e+01 -8.8949202e+00 
149748  1.0002224e-05  6.3863896e-01 -8.4995056e-01 -4.0240553e-02 -2.9208888e+01 -2.2880001e+01 -1.1817871e+01 
149749  1.0002224e-05 -5.9756336e-01 -8.8336853e-01  4.1015670e-01 -3.6754080e+01  2.5252233e+01 -1.5583560e+01 
149750  1.0002224e-05  1.6545590e-01 -2.7099541e-01  3.3336276e-01  4.2957150e+00 -3.6895746e+01 -2.0787332e+01 
149751  1.0002224e-05 -6.4331977e-02  8.8857053e-03 -3.9335520e-01 -5.2232641e+01 -2.2674056e+01 -4.7417529e+01 
149752  1.0002224e-05 -1.9841342e-01 -3.5237198e-01  2.6572396e-01 -1.0152123e+01 -1.4783979e+01  3.0214896e+01 
149753  1.0002224e-05 -1.4726596e+00 -1.7137520e+00 -2.9111227e-01  3.4278492e+01  3.6065357e+01  3.0939631e+01 
